"County Name","Years","Census Tract","Smoke Days"
"Whatcom","AllYears","53073001202","6.29"
"Whatcom","AllYears","53073010100","7"
"Whatcom","AllYears","53073010200","6.14"
"Whatcom","AllYears","53073010301","6.14"
"Whatcom","AllYears","53073010302","6.14"
"Whatcom","AllYears","53073010303","6.14"
"Whatcom","AllYears","53073010401","6"
"Whatcom","AllYears","53073010403","5.86"
"Whatcom","AllYears","53073010404","5.86"
"Whatcom","AllYears","53073010501","6"
"Whatcom","AllYears","53073010502","6.29"
"Whatcom","AllYears","53073010600","6.29"
"Whatcom","AllYears","53073010701","6.29"
"Whatcom","AllYears","53073010702","6.14"
"Whatcom","AllYears","53073010900","6"
"Whatcom","AllYears","53073011000","5.71"
"Whatcom","AllYears","53073940000","6.14"
"Whitman","AllYears","53075000100","13.57"
"Whitman","AllYears","53075000200","13.43"
"Whitman","AllYears","53075000300","13.57"
"Whitman","AllYears","53075000400","14.14"
"Whitman","AllYears","53075000500","13.57"
"Whitman","AllYears","53075000600","13.43"
"Whitman","AllYears","53075000700","12.71"
"Whitman","AllYears","53075000800","13"
"Whitman","AllYears","53075000900","12.43"
"Whitman","AllYears","53075001000","13"
"Yakima","AllYears","53077000100","13.29"
"Yakima","AllYears","53077000200","13.14"
"Yakima","AllYears","53077000300","13.29"
"Yakima","AllYears","53077000400","13.57"
"Yakima","AllYears","53077000500","13.29"
"Yakima","AllYears","53077000600","13.29"
"Yakima","AllYears","53077000700","13.29"
"Yakima","AllYears","53077000800","13.29"
"Yakima","AllYears","53077000901","13.43"
"Yakima","AllYears","53077000902","13.43"
"Yakima","AllYears","53077001000","13.29"
"Yakima","AllYears","53077001100","13.57"
"Yakima","AllYears","53077001201","13.43"
"Yakima","AllYears","53077001202","13.43"
"Yakima","AllYears","53077001300","13.43"
"Yakima","AllYears","53077001400","13.43"
"Yakima","AllYears","53077001501","13.43"
"Yakima","AllYears","53077001502","13.43"
"Yakima","AllYears","53077001601","13.29"
"Yakima","AllYears","53077001602","13.43"
"Yakima","AllYears","53077001701","13"
"Yakima","AllYears","53077001702","13.43"
"Yakima","AllYears","53077001800","12.57"
"Yakima","AllYears","53077001901","12.86"
"Yakima","AllYears","53077001902","13"
"Yakima","AllYears","53077002001","12.57"
"Yakima","AllYears","53077002002","12.57"
"Yakima","AllYears","53077002101","12.57"
"Yakima","AllYears","53077002102","12.43"
"Yakima","AllYears","53077002200","13"
"Yakima","AllYears","53077002701","12.57"
"Yakima","AllYears","53077002801","12.57"
"Yakima","AllYears","53077002802","13"
"Yakima","AllYears","53077002900","12.71"
"Yakima","AllYears","53077003001","11.14"
"Yakima","AllYears","53077003002","12.71"
"Yakima","AllYears","53077003100","13.43"
"Yakima","AllYears","53077003200","13.14"
"Yakima","AllYears","53077003400","13.14"
"Yakima","AllYears","53077940001","12.57"
"Yakima","AllYears","53077940002","12.57"
"Yakima","AllYears","53077940003","11.71"
"Yakima","AllYears","53077940004","12.86"
"Yakima","AllYears","53077940005","12.57"
"Yakima","AllYears","53077940006","12.71"


"Wildfire Smoke "
"Geography: Census Tract, Year: All Years"
"Created: 2/12/2023"

"""**"" indicates data suppression to protect confidentiality."

"""--"" indicates no data collected."

"""NR"" indicates data are not reliable."
